type,target_username,target_user_id,id,id_str,name,screen_name,description,email,url,profile_image_url_https,profile_banner_url,followers_count,fast_followers_count,normal_followers_count,friends_count,listed_count,favourites_count,statuses_count,media_count,created_at,verified,location,protected,geo_enabled,is_translator,has_extended_profile,default_profile,default_profile_image
follower,readyai_,,1965465056583602200,1965465056583602176,agen,aV2zqwAI9368805,,,,https://pbs.twimg.com/profile_images/1965465120051789824/d040e6DR_normal.png,,0,0,0,96,0,0,0,0,Tue Sep 09 17:19:35 +0000 2025,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1587376303119818800,1587376303119818752,API,AndreiPascariu4,,,,https://pbs.twimg.com/profile_images/1587376383474311168/MRWuR667_normal.png,,0,0,0,6,0,4,6,0,Tue Nov 01 09:29:56 +0000 2022,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,951997402046763000,951997402046763008,Name,AdminAccount,,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,0,0,0,3316,0,9041,0,0,Sat Jan 13 02:00:42 +0000 2018,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
follower,readyai_,,1903233738227564500,1903233738227564544,Tommaso Lomi,TommLomi,,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,0,0,0,40,0,0,0,0,Fri Mar 21 23:54:58 +0000 2025,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
follower,readyai_,,1924446513570500600,1924446513570500608,guohui wang,Guohui358,,,,https://pbs.twimg.com/profile_images/1924446621955403776/riKpLoue_normal.png,,0,0,0,27,0,2,0,0,Mon May 19 12:46:43 +0000 2025,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1140795296,1140795296,Shady Abdelaziz,shadyegypt82,,,https://t.co/bgEAVPyTr9,https://pbs.twimg.com/profile_images/711866231863775232/j_iBNzbs_normal.jpg,https://pbs.twimg.com/profile_banners/1140795296/1453625150,0,0,0,93,0,41,12,0,Fri Feb 01 21:43:02 +0000 2013,FALSE,"Umeå, Sverige",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,2870289756,2870289756,-,datapieces,,,,https://pbs.twimg.com/profile_images/1919171251240890368/f6-3ZybN_normal.jpg,https://pbs.twimg.com/profile_banners/2870289756/1746401050,0,0,0,2275,8,858,82,6,Wed Oct 22 06:41:58 +0000 2014,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
follower,readyai_,,1815856168868483000,1815856168868483072,JumpScare,_Jump_Scare_,,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,0,0,0,407,0,0,0,0,Tue Jul 23 21:07:29 +0000 2024,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
follower,readyai_,,1517444692924842000,1517444692924841985,CrypτoNoClue (ττ),CryptoNoClue,"For the first time ever, i do not believe in diversification.",,,https://pbs.twimg.com/profile_images/1985851672405417984/SXdjg9rT_normal.jpg,https://pbs.twimg.com/profile_banners/1517444692924841985/1761822426,0,0,0,88,0,1,0,0,Fri Apr 22 10:06:42 +0000 2022,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
follower,readyai_,,87432095,87432095,max.louche,blinktilt,,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,0,0,0,542,0,103,0,0,Wed Nov 04 12:56:08 +0000 2009,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
follower,readyai_,,1504310560455749600,1504310560455749637,Ricardo,Ricardo99086878,"Try to act smart, thoughtful",,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,0,0,0,792,0,191236,17123,0,Thu Mar 17 04:17:16 +0000 2022,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
follower,readyai_,,1937450118346866700,1937450118346866692,ZCrypt,CryptZ2542,"My thoughts, not financial advice",,,https://pbs.twimg.com/profile_images/1937451491008421888/Ax9H-frW_normal.jpg,https://pbs.twimg.com/profile_banners/1937450118346866692/1750760049,0,0,0,272,0,0,2,2,Tue Jun 24 09:58:43 +0000 2025,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1930983452347924500,1930983452347924480,hongqing liao,HongqingL60980,,,,https://pbs.twimg.com/profile_images/1930983498309124096/mMaklBDF_normal.png,,0,0,0,20,0,2,0,0,Fri Jun 06 13:41:56 +0000 2025,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1845058475329716200,1845058475329716230,Sulaiman S,s61946_s,,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,0,0,0,51,0,3,0,0,Sat Oct 12 11:06:44 +0000 2024,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
follower,readyai_,,2960092085,2960092085,batista ronaldo ,batistaronaldo2,,,,https://pbs.twimg.com/profile_images/551708659911524352/cXSLIZ78_normal.jpeg,,0,0,0,567,0,30,8,0,Sun Jan 04 11:51:01 +0000 2015,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
follower,readyai_,,1360353873207132200,1360353873207132161,sdhncn,sdhncn,,,,https://pbs.twimg.com/profile_images/1595555826441199616/zX3c4oV6_normal.jpg,,0,0,0,83,0,1,0,0,Fri Feb 12 22:23:46 +0000 2021,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1751604328706539500,1751604328706539520,Trader99,Tra_der_99,The future start’s now,,,https://pbs.twimg.com/profile_images/1925250331174477825/-VG9C0dy_normal.jpg,,0,0,0,252,0,1214,15,0,Sun Jan 28 13:53:52 +0000 2024,FALSE,Blockchain Genesis,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1924111468427116500,1924111468427116544,yujia,yujia1511103,,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,0,0,0,27,0,0,0,0,Sun May 18 14:35:05 +0000 2025,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
follower,readyai_,,1892048258824011800,1892048258824011778,kugang,kugangli,,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,0,0,0,46,0,0,0,0,Wed Feb 19 03:07:20 +0000 2025,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
follower,readyai_,,1768923940288913400,1768923940288913408,Obayedullah Khan,Obayedullah40,,,,https://pbs.twimg.com/profile_images/1768923998598098944/HPBRu8mW_normal.png,,0,0,0,2,0,36,1,1,Sat Mar 16 08:55:20 +0000 2024,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1841780910078763000,1841780910078763008,Uniswap Sadie,uniswapusa_die,"The company of escaped cats is an nft project with big plans and goals, if you are interested, welcome) 🚨",,,https://pbs.twimg.com/profile_images/1844894505557790735/4N590wa6_normal.jpg,https://pbs.twimg.com/profile_banners/1841780910078763008/1728692113,0,0,0,470,0,0,1,1,Thu Oct 03 10:02:53 +0000 2024,FALSE,"Chicago, IL",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1707112967915929600,1707112967915929600,Sand Violet,sandvolet,"Coffee, crypto and nfts.",,,https://pbs.twimg.com/profile_images/1707954436599943168/DwWVgwA7_normal.jpg,https://pbs.twimg.com/profile_banners/1707112967915929600/1696043052,0,0,0,714,0,1,1,1,Wed Sep 27 19:20:34 +0000 2023,FALSE,"Leeds, England, United Kingdom",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1730754665967505400,1730754665967505408,Fungible Spark,funggiblespark,,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,0,0,0,787,0,0,0,0,Sat Dec 02 01:04:16 +0000 2023,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
follower,readyai_,,1665743897346154500,1665743897346154497,Илона Колеснйк,k_olesnyknlona,"🍏 Helping Women Recover DIET culture
👩‍⚕️ Dietitian & Clinical Nutritionist 
🌷 Transformational Wellness Coach 
 
📍 London 🇬🇧 & Cyprus 🇨🇾",,,https://pbs.twimg.com/profile_images/1665760261213388800/FiaDDlDd_normal.jpg,https://pbs.twimg.com/profile_banners/1665743897346154497/1685983176,0,0,0,706,0,0,1,1,Mon Jun 05 15:34:39 +0000 2023,FALSE,"Kyiv, Ukraine",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1760584998619316200,1760584998619316224,Hbar Creator,hbarrcreattor,Crypto currency & nft,,,https://pbs.twimg.com/profile_images/1765405858995806208/0HPD6lRZ_normal.jpg,https://pbs.twimg.com/profile_banners/1760584998619316224/1709740543,0,0,0,731,0,0,1,1,Thu Feb 22 08:39:22 +0000 2024,FALSE,"New York City, NY",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1675495369050935300,1675495369050935297,慧慧 潘,huihhuipann,"To respect and then be respected, to understand and then be understood ✌️",,,https://pbs.twimg.com/profile_images/1677841426963365891/8CFH6Arb_normal.jpg,https://pbs.twimg.com/profile_banners/1675495369050935297/1688863552,0,0,0,613,0,0,1,1,Sun Jul 02 13:23:30 +0000 2023,FALSE,大埔，香港,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1669063169510195200,1669063169510195200,Hasna Dhillon,dillonhasna,"Member of Legislative Assembly 
आमदार - कोपरगाव विधानसभा मतदार संघ",,,https://pbs.twimg.com/profile_images/1670195321169739783/tqpFQmWV_normal.jpg,https://pbs.twimg.com/profile_banners/1669063169510195200/1687040580,0,0,0,754,0,0,1,1,Wed Jun 14 19:24:12 +0000 2023,FALSE,"Jaipur, India",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1844645133657989000,1844645133657989124,Position Masternode,positinmastern,"In the unpredictable world of crypto, anticipating every turn",,,https://pbs.twimg.com/profile_images/1844935768935907341/QIPLITwG_normal.jpg,https://pbs.twimg.com/profile_banners/1844645133657989124/1728701951,0,0,0,349,0,0,1,1,Fri Oct 11 07:44:18 +0000 2024,FALSE,"Dallas, TX",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1834257483784740900,1834257483784740864,Fet Star,fetstaar,We live. you live. giving you 2 min’s to shill your nft project ❤️👓💫 join us in spaces 🎉,,,https://pbs.twimg.com/profile_images/1835228338039705600/RcfLhR25_normal.jpg,https://pbs.twimg.com/profile_banners/1834257483784740864/1726387519,0,0,0,427,0,0,1,1,Thu Sep 12 15:47:29 +0000 2024,FALSE,"Liverpool, England, United Kingdom",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1670668910876655600,1670668910876655617,Cinta Sampath,smpathcin_ta,Official account of İlker Karakaş                                         professional player genclerbirligisk,,,https://pbs.twimg.com/profile_images/1670788212913065989/BY8jULby_normal.jpg,https://pbs.twimg.com/profile_banners/1670668910876655617/1687181935,0,0,0,670,0,0,1,1,Mon Jun 19 05:44:51 +0000 2023,FALSE,"Pune, India",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1845162723719643100,1845162723719643136,Ren Emperor,eempero_rren,🚀 zomland is an interactive play2earn nft collectible game with exciting gameplay and a lot of funs.💎💎💎,,,https://pbs.twimg.com/profile_images/1846082059174866944/l1HHC-t7_normal.jpg,https://pbs.twimg.com/profile_banners/1845162723719643136/1728975248,0,0,0,405,0,0,1,1,Sat Oct 12 18:01:01 +0000 2024,FALSE,"Liverpool, England, United Kingdom",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1668026790739079200,1668026790739079168,Apti Vohra,vohhraaptti,Sakarya Hediyelik Alçi Biblo Heykel,,,https://pbs.twimg.com/profile_images/1668925967346065411/wRcZou3Q_normal.jpg,https://pbs.twimg.com/profile_banners/1668026790739079168/1686737941,0,0,0,739,0,0,1,1,Sun Jun 11 22:46:01 +0000 2023,FALSE,"Surat, India",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1672897351625613300,1672897351625613315,Monique Machado,mniquemahado,"📍Bekasi/Cikarang
   PP/Endors/Catalog : Dm📩
👇 𝐁𝐮𝐬𝐢𝐧𝐞𝐬𝐬 𝐈𝐧𝐪𝐮𝐢𝐫𝐢𝐞𝐬",,,https://pbs.twimg.com/profile_images/1675366466328166400/k6fEN9xE_normal.jpg,https://pbs.twimg.com/profile_banners/1672897351625613315/1688273482,0,0,0,769,0,0,1,1,Sun Jun 25 09:19:53 +0000 2023,FALSE,"Goiânia, Brazil",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1808570631555866600,1808570631555866624,Market Satoshi,satoshi_markee,"📰💎 stay in the loop with our nftnews and cryptonews! 🌐🎮 dive into the world of web3 games gaming cryptocurrency 🚀🔍 nft, playtoearn blockchain",,,https://pbs.twimg.com/profile_images/1814155068104396800/m2nMQH3k_normal.jpg,https://pbs.twimg.com/profile_banners/1808570631555866624/1721363260,0,0,0,593,0,0,1,1,Wed Jul 03 18:37:09 +0000 2024,FALSE,"Los Angeles, CA",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1864522131721343000,1864522131721342976,anonisonone,anonisonone,,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,0,0,0,285,0,59,2,0,Thu Dec 05 04:08:27 +0000 2024,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
follower,readyai_,,1872718176305463300,1872718176305463301,Aakanksha Raj,Aakanksha28raj,,,,https://pbs.twimg.com/profile_images/1872718322908971010/J7qVkApS_normal.png,,0,0,0,28,0,0,0,0,Fri Dec 27 18:56:56 +0000 2024,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1845194439062425600,1845194439062425602,Zephyr Simus,z3phyrsimus,University Growth Specialist at Suno,,,https://pbs.twimg.com/profile_images/1845194637624926214/t1gn1_o__normal.jpg,,0,0,0,27,0,0,0,0,Sat Oct 12 20:07:02 +0000 2024,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1987519932201083000,1987519932201082880,Matthew Allen,Mattdev071,,,,https://pbs.twimg.com/profile_images/1987520008147419137/TF9fgmC3_normal.jpg,,1,0,1,78,0,0,0,0,Sun Nov 09 13:57:50 +0000 2025,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1954102494029877200,1954102494029877248,SubNetNews,SubNetNews,Your Bittensor News Channel 24/7,,,https://pbs.twimg.com/profile_images/1961699757140946944/UNLRfTVB_normal.jpg,https://pbs.twimg.com/profile_banners/1954102494029877248/1755406704,1,0,1,112,0,0,0,0,Sat Aug 09 08:48:53 +0000 2025,FALSE,X,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1766449627853693000,1766449627853692929,d3fiant,d3fiantrqqh,,,,https://pbs.twimg.com/profile_images/1979661562781536256/WEjyecpX_normal.png,,1,0,1,26,0,1,1,0,Sat Mar 09 13:03:18 +0000 2024,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1973362338884382700,1973362338884382720,TYROTRADING,TYROSTRADING,,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1,0,1,29,0,4,0,0,Wed Oct 01 12:20:59 +0000 2025,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
follower,readyai_,,1878651454413779000,1878651454413778944,Kaidy Von,KaidyVon,,,,https://pbs.twimg.com/profile_images/1878651535779053568/Xyog_fN7_normal.jpg,,1,0,1,129,0,0,1,0,Mon Jan 13 03:53:24 +0000 2025,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1960757534966603800,1960757534966603777,BrandRadar by ReadyAI,brandradar_,"BrandRadar turns brand chatter into actionable insights, helping marketers shape smarter strategy, outthink rivals & spot risks early.",,https://t.co/RuBOGjBSts,https://pbs.twimg.com/profile_images/1960758049465098249/dV4A0v9L_normal.jpg,,1,0,1,6,0,0,2,0,Wed Aug 27 17:33:29 +0000 2025,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1243682484,1243682484,Jimmy Furland,jimmyfurland,,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1,0,1,1088,0,30,0,0,Tue Mar 05 13:11:47 +0000 2013,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
follower,readyai_,,1948853887957696500,1948853887957696514,Bittensor $TAO - Collaborative 2025/2026,TAO_PoI_collab,,,,https://pbs.twimg.com/profile_images/1948854625861251072/Ao7_44kA_normal.jpg,,1,0,1,67,0,7,8,0,Fri Jul 25 21:14:12 +0000 2025,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1939025364342247400,1939025364342247424,NotaiKID,notai2025,,,,https://pbs.twimg.com/profile_images/1939026651272114176/cPE7ijOw_normal.jpg,,1,0,1,28,0,5,0,0,Sat Jun 28 18:17:38 +0000 2025,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1554462450996908000,1554462450996908035,伯温,symelago,,,,https://pbs.twimg.com/profile_images/1968378948158636038/JE4RvJRA_normal.jpg,,1,0,1,130,0,7,13,9,Tue Aug 02 13:41:50 +0000 2022,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1923992935852540000,1923992935852539907,Ladio Fagan,FaganLadio12155,,,,https://pbs.twimg.com/profile_images/1923993015917608960/Ru9yaXQo_normal.png,,1,0,1,137,0,5,0,0,Sun May 18 06:44:15 +0000 2025,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1921208228773249000,1921208228773249024,Taonaut,tao_evangelist,Surfing the TAO Galaxy for valuable Subnets. Finding the dots and connecting them. #Tao evangelist.  Spreading the gospel of TAO!,,,https://pbs.twimg.com/profile_images/1921874013078388736/MF_5Q7gd_normal.jpg,https://pbs.twimg.com/profile_banners/1921208228773249024/1748458151,1,0,1,71,0,34,0,0,Sat May 10 14:22:11 +0000 2025,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1814722134306136000,1814722134306136066,Estelle B.,cordontelephone,,,,https://pbs.twimg.com/profile_images/1815098358534443008/9YfUOXhy_normal.jpg,,1,0,1,18,0,6,13,0,Sat Jul 20 18:01:26 +0000 2024,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1915009654049972200,1915009654049972224,daria nt,daria_neuralteq,,,,https://pbs.twimg.com/profile_images/1915009743199858688/Xdt2TulS_normal.png,,1,0,1,55,0,25,0,0,Wed Apr 23 11:47:56 +0000 2025,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1917006580421431300,1917006580421431297,bloom,bloomorjustdie,,,,https://pbs.twimg.com/profile_images/1917006700248502273/BgbGOcDH_normal.png,,1,0,1,24,0,4,0,0,Tue Apr 29 00:03:07 +0000 2025,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1832559008802308000,1832559008802308096,CoachK,CoachK1756089,,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1,0,1,72,0,3,1,0,Sat Sep 07 23:18:22 +0000 2024,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
follower,readyai_,,1914300696356135000,1914300696356134912,Subnet,BTSubnet,,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1,0,1,68,0,0,0,0,Mon Apr 21 12:51:09 +0000 2025,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
follower,readyai_,,1622573653501288400,1622573653501288448,XIA,XIA1677,只为经历,,,https://pbs.twimg.com/profile_images/1968887466032791552/4eRIyti3_normal.jpg,https://pbs.twimg.com/profile_banners/1622573653501288448/1675689645,1,0,1,170,0,57,72,1,Mon Feb 06 12:31:59 +0000 2023,FALSE,Hong Kong,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1300815889181286400,1300815889181286401,Rvk88,Rvk881,,,,https://pbs.twimg.com/profile_images/1749446454094217216/oWQb2OlG_normal.jpg,,1,0,1,436,0,2282,20,0,Tue Sep 01 15:21:02 +0000 2020,FALSE,Singapore,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1729468261979263000,1729468261979262976,Algorand Evelyn,aagorandlevely,"Hi, i'm thelma 🥰 let's take your nfts to the moon 🚀🌙 nft promoter🚀 follow to win nfts 🏆 % organic followers♥ dm for inquiries 📩 55k nft community",,,https://pbs.twimg.com/profile_images/1730262630932094976/_-L11v1v_normal.jpg,https://pbs.twimg.com/profile_banners/1729468261979262976/1701361743,1,0,1,740,0,1,1,1,Tue Nov 28 11:52:33 +0000 2023,FALSE,"Chicago, IL",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1705701282235793400,1705701282235793408,Cardano Sadie,sadiaecardano,"In the unpredictable world of crypto, anticipating every turn",,,https://pbs.twimg.com/profile_images/1706800508655046656/Uegos8Iy_normal.jpg,https://pbs.twimg.com/profile_banners/1705701282235793408/1695767935,1,0,1,778,0,0,1,1,Sat Sep 23 21:51:04 +0000 2023,FALSE,"London, England, United Kingdom",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1712144266460340200,1712144266460340275,Vechain Amelia,ech_ainameli,Creating nfts for the defichain community | weekly $dfi rewards (~20% apr) on your nft,,,https://pbs.twimg.com/profile_images/1713263284554498048/xAz3jeDI_normal.jpg,https://pbs.twimg.com/profile_banners/1712144266460340275/1697308778,1,0,1,858,0,3,1,1,Wed Oct 11 16:33:10 +0000 2023,FALSE,"Liverpool, England, United Kingdom",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1705346975900528600,1705346975900528640,Btc Conqueror,bbtcconquerror,7️⃣7️⃣7️⃣7️⃣ nfts depict the dreams and feelings of a refugeegirl escaped from her land at the age of 12. ahmetarifkara38gmail,,,https://pbs.twimg.com/profile_images/1706325939880161280/0hqUtCIh_normal.jpg,https://pbs.twimg.com/profile_banners/1705346975900528640/1695654789,1,0,1,794,0,0,1,1,Fri Sep 22 22:23:10 +0000 2023,FALSE,"Manchester, England, United Kingdom",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
follower,readyai_,,1706043928993026000,1706043928993026048,Quant Crusader,qunntaurusader,Navigating the thrilling highs and lows of the crypto market,,,https://pbs.twimg.com/profile_images/1707193771270569984/gERn4M-A_normal.jpg,https://pbs.twimg.com/profile_banners/1706043928993026048/1695861702,1,0,1,770,0,2,1,1,Sun Sep 24 20:32:37 +0000 2023,FALSE,"Liverpool, England, United Kingdom",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
